ID,account_type,gender,age,region_code,cc_cons_apr,dc_cons_apr,cc_cons_may,dc_cons_may,cc_cons_jun,dc_cons_jun,cc_count_apr,cc_count_may,cc_count_jun,dc_count_apr,dc_count_may,dc_count_jun,card_lim,personal_loan_active,vehicle_loan_active,personal_loan_closed,vehicle_loan_closed,investment_1,investment_2,investment_3,investment_4,debit_amount_apr,credit_amount_apr,debit_count_apr,credit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,max_credit_amount_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,max_credit_amount_jun,loan_enq,emi_active,cc_cons
19342,current,M,35,269,11554.8,34714,2902.71,3063,1283.39,2782,1,99,38,53,6,9,184000,1,1,1,1,205595.43,16363,38599,5730,142675,29332,4,4,30910,4851.04,19323,5,12,35129,141007.72,30397,16,83,15233,Y,11685.9,13042
1502,current,M,33,809,9415.59,2079.78,896.98,9673.36,7029.5,2043.3,1,85,5,1,55,98,287000,1,1,1,1,33784.35,165000,12000,6885,11378.5,13604,90,36,50161,8579,93,43,17,21195,124438.5,20393,7,11,20019,Y,2162.47,20290
10027,current,M,33,633,7776,4004.76,2856,2162,12255,1456.82,16,2,10,1,15,1,574000,1,1,1,1,566914,105000,25728,12174,64484.09,41555,0,4,42523,22483.36,18039,3,108,35083,87282.62,77745.86,16,83,41247,Y,25.88,13810
7938,current,M,46,958,59817.06,373,9617.6,180,4247.5,3485,12,5,3,1,17,1,232000,1,1,1,1,117168.65,152664,12560,5773,30340,10796,77,9,37848.73,132700.75,29996,2,82,17407,169028.06,259360.3,93,7,29872.45,Y,9264.76,8249
9467,current,M,40,395,4806,2702,2943.15,18437,1186.235,4953,6,601,4,47,3,31,302000,1,1,1,1,2.13,234459.4,12337,12965,30236,161124,10,1,27837,44678.48,113.73,70,36,74989,59809.5,37958,6,101,65571.5,Y,3294.91,3431
2438,current,M,219,628,58824,1700,351,540.33,21349.855,623,2,128,13,3,15,81,244000,1,1,1,1,1105487.1,55000,15477,1411,59422.45,19450,1,26,32683,124864.26,143527,1,42,24890,73112,45051,13,11,43685,Y,564.71,2975
11002,current,M,58,656,5385.62,6205.88,2145.4,3100,16028,6069,7,13,135,1,4,80,378000,1,1,1,1,270,201000,49975,-402,29948.98,48462,42,2,30,27020.9,24668.5,1,70,50200,142442.48,27923,18,14,13842,Y,20272.89,14237
12095,current,M,35,700,8367.89,2024,20325.1,7592,51729.785,213.52,6,36,50,2,4,8,329000,1,1,1,1,8758.2,385218.7,26241,-6885,62159.05,25295,90,3,152000,30674.96,101125,12,20,141707,109195.38,71795.23,13,79,25679,Y,20514.99,2758
17545,saving,M,33,801,21003.02,1369.5,2832,833,10512.5,2826.13,101,36,50,4,2,1,290000,1,1,1,1,8209320,267421.4,73217,5340,1067.25,34529,11,0,97349,20779,103436,4,63,20726,53353.68,55971,12,22,31935,Y,2374.55,130935
18992,current,M,32,354,13097.65,193,1023,8898,969,2075.57,100,65,60,2,26,64,16000,1,1,1,1,55700,134000,130000,2000,40018.05,53251,69,2,27767,45682.78,15087,31,70,28127.16,95598.68,93790,6,24,97062,Y,921.11,5983
12065,current,M,30,887,3281.21,4398.5,9289.92,2965.6,20078.03,2648,32,9,4,1,2,1,263000,1,1,1,1,1910215,38928,5101,10455,45382.38,78100,8,31,11880,52170,22697,7,14,20832,46193.52,394793.35,2,28,18955,Y,7291.46,93117
18236,saving,F,66,746,9138.96,2582.4,4344.61,2120.47,824.74,3891.73,59,30,5,5,3,34,28000,1,1,1,1,506688.65,1475000,2019,2351,55235.78,36359,91,30,12171,72846.85,102738,3,78,28913,40568.08,30192,6,1,25830,Y,3148.74,6424
17528,current,M,221,887,6496.5,2104,230,1586.16,32571.31,3431,2,32,1,2,1,1,98000,1,1,1,1,270,267421.4,4198,1079,64027,40362.41,18,6,48719,129332.04,50382.25,5,8,12729,144667.07,37167,49,67,16554,Y,3888.42,12560
11394,current,M,42,748,19498.31,5113,18167,21768,1846.67,8450.95,6,77,9,1,27,4,170000,1,1,1,1,98062.5,82907.34,25524,20513,244591.5,38861,11,5,72241,138312.5,36679,70,13,19669,658.5,73393.54,7,12,6138,Y,2295.55,20329
99,current,F,32,628,4716,6416,14031.36,3109.3,5788,6843,67,29,59,1,1,34,199999,1,1,1,1,225823.8,6574.31,2158,5464,117707.42,79085,24,35,52120,427645.3,356729.74,30,5,85.55,54500.39,194857,4,58,40822,Y,2161.01,9939
15469,saving,M,47,123,49708.58,14361,6384.36,1423,11809.25,9468,7,30,59,48,60,10,120500,1,1,1,1,4140,429273.4,12337,5730,66005.5,108893,42,3,19142,48945.04,192887,2,18,34259,841678.86,17130,40,12,144000,Y,2170.57,3367
2658,saving,M,37,809,1429.2,373,9409.095,863.84,10227,1771,1,36,16,3,3,54,212500,1,1,1,1,28482.5,8000,24619,-4679,111212.34,22980,77,13,15668,42814.33,34517,0,6,10742,25854.67,42917.79,6,3,99755,Y,11084.29,9662
4635,current,M,30,595,6048.08,2880.01,4699.6,27631.41,1719.01,4950,31,22,16,1,2,4,154000,1,1,1,1,568.8,589.39,28912,9827,58435.09,55446,42,4,121012,52446.3,100109,1,4,29051,239620.08,85691,21,83,44381,Y,727.95,17304
17821,current,F,62,737,3744,2453,12625.95,7347,3938,2683.35,53,6,23,10,9,11,233000,1,1,1,1,140262.4,13299,5540,1465,14630.71,25730,11,26,135149.22,49859.43,45461,43,81,14658,61297.71,193502,5,65,38718,Y,5586.93,4008
3441,current,M,32,708,16796.18,25858.41,13170,6745,11464.04,8369,8,36,14,42,6,37,232000,1,1,1,1,39851.93,222222,3975,20513,74560.45,50651,42,3,9402,147053.98,50382,23,27,29035.87,121887.43,82383,94,50,13906,Y,4318.3,249
5046,current,M,53,623,14555.54,373,6956.73,8925,10249,6390,6,3,13,1,9,2,375000,1,1,1,1,417,31871.49,1135,6916,68916,96408,40,4,37076,29780.38,105499,9,34,14726,253709,19121,5,15,17866,Y,5190.14,24921
9244,current,M,56,245,3799.725,2804,17341.25,1509,5106.8,5347.43,1,11,4,1,36,36,147000,1,1,1,1,34635.25,3084.5,694,5730,27323.71,156975,4,5,22618,122973.63,160017.68,3,8,55806,19004.92,31101.69,49,18,36195,Y,6437.48,15666
9892,saving,M,64,809,6080.38,5529,1722.09,1660,2344.5,371,4,34,2,6,1,1,421000,1,1,1,1,3380,22400,3975,-3506.17993,60168.97,124508,24,0,18490,32650.6,106448.61,3,11,66989,48190.61,12393,5,106,28618,Y,1243.58,20388
299,saving,M,220,969,3744,10166.67,53763.45,15063,985.02,2138,6,27,46,1,12,42,156000,1,1,1,1,306.4,278360.16,4000,5730,20555.19,68358,69,2,16430,13946.42,28542,2,5,23490,104309.4,31698,4,18,24493,Y,12555.57,301053
2795,current,M,62,588,38021.04,9760.73,24528.34,1513,9930,19810,44,2,3,2,36,1,371000,1,1,1,1,1466675,536874.6,579,5730,33421.89,140042,42,19,37559,34184,17311,31,12,83134,265154.13,185523.04,13,1,56662,Y,8679.71,881
15723,current,M,64,865,12848.94,482,74434,9329.42,14315,3606,28,18,4,4,2,4,378000,1,1,1,1,229435.05,82907.34,12000,-5715.49023,192480.94,30046,11,1,33453,18495.78,160685.92,2,20,16100,10054,50609,2,9,51106,Y,9.23,11579
6150,current,M,66,969,5409.29,25448.84,2884,3908.14,268,1061,14,18,16,60,44,1,188000,1,1,1,1,1309500.9,440000,183999,-6885,27937.8,228896,18,1,44173,11151.81,94270.4,2,78,60154,25125.44,265978.86,18,12,28901,Y,9095.71,305331
1441,current,M,62,330,7952.29,1258,9475,7384,3971,10865,5,84,87,60,31,80,197000,1,1,1,1,41883.6,105000,51520,-5439,192480.94,14295.52,55,2,159847,62846.64,22965,0,108,19989,56581,601,4,63,47093,Y,2803.85,2935
14725,saving,M,62,737,53593.52,13220.37,5253.84,2073,10391,48455.25,17,23,67,1,6,77,414000,1,1,1,1,2008232.55,82907.34,3000,1500,21981,3189,32,36,63256,84690.81,176129.41,43,108,41500,173448.21,77760,6,80,295000,Y,40311.45,3518
13752,current,M,47,802,16903.86,7708,5017.85,3936,186,2043.3,5,99,3,2,1,34,199999,1,1,1,1,942327.7,1628,12016,13135,50710.71,2540902.41,147,7,18844,22639,37573,2,11,13387,320600.25,69155,18,67,67797,Y,5056.54,19313
492,saving,M,47,299,6079.66,14482,14396,1431,10194.25,1929,1,77,29,50,1,3,523000,1,1,1,1,825,117890,5591,12415,33133.51,31310,35,3,116213,1735,25192,6,84,28010,150651.07,21752,2,38,23863,Y,12645.31,14025
17752,current,M,32,385,47668.69,7560.88,6418,4713.69,34328.2,19810,18,23,50,3,27,47,371000,1,1,1,1,124929.75,624742.27,2156,553,39671.4,69254,5,1,107644,368118.31,4484,2,108,44333,29724.51,64253,12,104,30957,Y,8501.5,4425
10803,current,M,31,486,5950.45,6124.2,666,1440.01,4015.5,2500,66,8,16,8,27,1,525000,1,1,1,1,51291.45,470000,126001,3735,126515.82,130238,63,3,49385,16300.65,10197,2,20,237500,2540,26333.79,3,8,61500,Y,14080.64,1712
16642,current,M,51,958,1833,4872,5355.5,7761.93,5735.965,2037,6,42,13,3,1,12,345000,1,1,1,1,9255.43,42723,16114,8572,9022,82026,29,35,22400,72846.85,32361,2,11,7511,441497.35,20592.35,9,0,25778,Y,1123.12,15377
4860,current,M,42,488,3321.72,80,3533.96,5467,73371.635,6667,2,47,61,30,3,67,471000,1,1,1,1,196885,52985.43,183999,-4679,18003.31,28470.5,42,35,105980,65281.24,77908,30,16,688,43810.06,29710.43,3,32,2250,Y,220.56,14320
18273,current,M,58,683,10332.03,7745,9155.68,2651.58,3302.685,492,5,128,5,2,15,12,75000,1,1,1,1,2014.8,3342.51,15756,553,126208.75,3193,10,2,26075,89655,460041,3,171,50951,41549.95,192411,7,50,34404,Y,2414.24,19472
17189,current,M,35,867,8216,12074.28,3379.5,78,4089.29,3390,63,18,49,23,5,13,366000,1,1,1,1,9717.55,109000,2156,0,83163,58745.02,55,2,24235,52034.17,69971,43,81,4100,89461.68,21281,7,87,45641,Y,2481.04,8417
9494,current,M,64,535,3628.5,457.48,11183.19,6324.92,4151.31,1014,6,10,5,21,1,74,49999,1,1,1,1,127004.3,71256,1001,0,54317,31041,32,13,40485,49700.22,30325,7,89,21894,44255.98,30192,43,7,41752,Y,1890,16719
16536,current,M,35,233,1053,424.3,5322.76,22363.47,3378.76,1300,4,26,67,48,6,1,58000,1,1,1,1,15772650.74,25404,643,9415,52023.11,30819,55,2,40268,14934.18,28466,9,20,40121,43950.62,143885,6,32,35408.95,Y,1651.38,19043
16157,current,F,29,628,3882.54,5133.25,14896,2602,6630.465,1784.3,57,18,4,18,1,7,139000,1,1,1,1,95,1034285.63,23500,6409,49493.56,80169,8,13,30399,57799,145970.36,2,8,90755,78267.76,88736,2,6,27108,Y,783.94,4962
9040,current,M,34,653,31053.59,29926.25,10284.01,1594,9051.85,2144,25,18,89,35,1,47,371000,1,1,1,1,78472.48,86868,25111,5730,61089.83,43281,22,2,49253,37339.86,66233,2,8,10000,38576.76,34512,21,0,26224,Y,128741.28,4897
10400,current,F,33,464,33483.45,922.02,47983,1615,3436,38792.9,6,9,102,4,12,98,186000,1,1,1,1,41441.27,229809.2,67696,-4324,32058.1,3423.25,4,1,738874,930423,20215,5,5,48686,42820.48,12003.5,3,1,17051,Y,9797.91,33599
11379,current,M,32,628,17752,512.49,25858.76,8182.63,4713.95,4207,1,42,5,1,5,11,319000,1,1,1,1,18418.85,15036,33950,2337,20637.25,64116,10,1,35926,25958.6,37886.42,2,50,44421,244352.22,35670.79,2,25,56289,Y,940.44,11348
10484,current,M,37,818,735.95,986,44831.6,7260.5,1150,2561.8,2,43,47,50,9,1,576000,1,1,1,1,41883.6,150000,24619,12163,163205.9,41153,67,6,50081,46456.48,66624,3,18,29756,105394.11,176402.82,47,11,78,Y,6744.25,15782
18880,current,M,58,385,2655,526.01,1168.38,14628.34,19844.195,4305.09,7,23,50,42,2,6,34000,1,1,1,1,48422.7,105000,1036,1500,28969.05,106668,7,15,29315,153851.91,293.36,1,24,65362,35431.59,34394,4,24,21209,Y,3908.4,20346
11359,current,M,28,354,24675.54,2600.44,4109.38,5597.43,9456,2088,24,47,60,35,3,44,114000,1,1,1,1,78472.48,16363,8417,5350,28027.22,49216,91,36,18330,47778,16017,3,50,74970.31,31263.62,21671,5,42,185.79,Y,13298.25,12170
7471,current,M,55,454,3776.39,12980,22183,25722.37,36335.09,8651,6,30,89,3,56,3,186000,1,1,1,1,443.36,118856.1,1001,5730,5528.25,32746,41,4,28445,45606.44,14579,2,70,134893,124600.1,21155,3,32,97830,Y,401.56,12203
17653,current,M,28,464,11670,1869,7845.22,1018.77,428,537,56,85,32,8,2,6,461000,1,1,1,1,15079.5,159308,15756,-4679,41875.6,45460,11,15,168292,184593.5,69114.15,7,12,35494.42,39342.48,518460.2,6,12,45955,Y,58.68,10077
13938,current,M,55,270,4605.99,1360.77,6504.74,1341,2546.155,2420,7,3,62,3,24,31,530000,1,1,1,1,4120,157000,925,5730,42350.34,53146,6,5,12815,87253.63,718556,43,108,193000,23661.72,707580,14,36,61722,Y,11342.82,5476
655,current,M,33,249,7453,1520.81,7563.41,4719,17374.765,4293.65,8,93,44,23,2,47,326250,1,1,1,1,671039.05,455873.9,30071,-5715.49023,45568.13,110190.88,42,2,59800,13759,28522,3,104,19220,1325,147641.86,2,57,27035,Y,13761.97,18154
8977,current,M,46,771,875,2130,12891.72,5478.56,9830,564,6,47,9,48,4,53,28000,1,1,1,1,2184,111000,12500,0,91213.67,126937.41,18,0,18312,5537.26,5120,4,5,28432.71,51191.54,111408,40,11,29983,Y,4349.03,18327
14228,current,M,27,883,3273.12,1236,12732,1460,14247,2065,12,26,27,2,16,18,138000,1,1,1,1,59703.93,77965,26241,-5715.49023,127507.87,26892,18,1,119084,77364.8,56221,31,81,19853,36971.7,60183,3,39,56558,Y,382.25,6640
1794,current,M,42,355,8348.26,5862,2072.73,2821,3289.04,14502,66,128,84,47,4,1,490000,1,1,1,1,4614669.901,93.35,20887,6916,8926.92,66722,63,1,119084,533523.49,170014,4,4,20235,51390.76,23543,7,63,151554,Y,86.8,717
1782,saving,M,35,249,2280,1389.74,3024.84,6315.81,581,583,57,84,3,53,4,6,453000,1,1,1,1,33111020,24000,130000,2921,39148,44240,40,6,27757,3738.3,12101,1,105,42166,47891,87666.5,12,11,101458.09,Y,8060.65,17413
5505,current,M,34,424,1163,1425,18178.77,253293,6477.54,4455,53,10,5,15,2,1,290000,1,1,1,1,99984.83,71256,24619,3735,15830.7,33613,11,36,43117,4047,14396,17,4,53086,27251.66,55364,47,18,19278,Y,2500.85,392706
19963,current,F,40,385,2962,33319.9,5541.54,2651.58,6780,2537,57,29,17,12,18,47,522000,1,1,1,1,937,40000,38599,-4324,9428.27,32911,40,4,26954,85440.31,35239,1,8,20888,22278.47,12187,5,3,29326,Y,6069.1,16085
16910,current,M,38,623,22964.01,11227.18,1276.14,265.31,6841,8953,17,13,16,1,2,3,650000,1,1,1,1,10006.2,21577.06,126001,173,49163.31,33891,42,36,37404,251524.64,5096,5,11,17953,233140.68,64567.63,12,103,6750,Y,9723.67,10332
18496,current,M,56,315,6439.7,18683,41586.27,17183,10213,869,10,1,4,42,55,39,143000,1,1,1,1,130319,202560,768,-5998.43994,21941.6,179430.36,62,13,28568,1021857.15,78246,0,171,192866,4783.5,12003.5,5,103,38445,Y,13507.92,105513
8925,current,M,37,249,2848.29,941.72,26757.91,8195.11,767.76,1914,1,66,3,8,3,3,17000,1,1,1,1,360978.37,16500,5905,-4679,34278.6,28829,42,9,257456,131605.45,200086,9,20,27308,68933.38,68720.17,2,79,22108,Y,11470.66,10858
17565,current,M,60,445,13400,10544,22717.23,7687,8577.24,1607,44,2,49,1,16,77,345000,1,1,1,1,4230125,470000,550,1079,85919.48,35079,5,26,49256,48329.51,3020,3,14,3125,18970.52,55940,11,38,30221,Y,7183.75,8883
11084,current,M,64,863,43152.77,2686.01,4909.27,9447.93,8616,10011,66,11,84,20,6,2,49999,1,1,1,1,58121.25,5439,54101,5340,93187.38,37813,63,0,105069,96477.27,102220,11,4,25578.31,67987.08,165741.02,1,18,24579,Y,2295.55,231835
483,current,M,33,385,836.92,2249,17192,3876,70755,651.61,12,36,23,11,11,26,520000,1,1,1,1,13180,182359.2,908,17397,31321.82,30284,4,7,22347,157623.21,5049,3,18,30543,54016.77,42309.75,4,83,47534,Y,2293.31,11564
10156,current,M,40,708,1098.31,13226.83,22909.64,774,1614.63,4216,8,85,13,2,26,16,483000,1,1,1,1,3380,201000,34550,6885,31321.82,456801,50,1,12250,20721.43,67202,20,20,6895,10325.19,17238,3,10,115095,Y,8608.2,123677
6858,current,M,66,805,16566.22,5413.02,2852.44,552.58,1719,1287,17,4,5,4,1,47,481000,1,1,1,1,13929.95,83402,22000,5730,50603.92,28365,11,26,680315,31163,40689,0,20,26645,28740.76,80172,47,104,32717,Y,7043.96,9347
8098,current,M,33,249,1918.97,2289,15479,487,8612,491.81,136,6,49,30,2,67,104000,1,1,1,1,41070,70164,48950,-5439,5454.75,71800.96,90,13,45750,4633.16,31898.18,9,20,1493,63615.15,80695.03,8,1,36357,Y,3849.24,3789
541,current,M,42,638,4729.14,573,3123.98,1649,13826,18738,100,2,87,1,60,1,293000,1,1,1,1,345.6,382191,24619,14509,186290.13,342053,9,5,28336,4193.51,35889,2,23,26153,39380.45,7648,7,1,43500,Y,401.56,8577
15381,saving,M,53,836,23019.5,11044,35835.26,5653,16118.715,8112.99,52,9,4,1,2,3,302000,1,1,1,1,5809950,185097.6,130000,6885,184613.03,34447,90,36,78842.2,15675.72,85214,0,82,24922,77031.57,10324,10,103,2847.23,Y,1092.5,20131
1974,current,M,34,643,979.04,4856,3314,3160.8,1117.5,34349,7,9,135,4,36,4,350000,1,1,1,1,306.4,784499,43798,5730,163547.99,84771.91,42,4,17336,218146.34,130195,2,20,24571,27776.59,10537,6,6,32429,Y,31345.8,17849
738,current,M,66,944,1711,8602,6561.31,1391,15163.25,103639,2,3,85,24,18,3,17000,1,1,1,1,13558.63,650000,3570,26601,135437.42,72100,42,26,15198,11654.79,79264.31,1,82,24993,183852.99,18376.63,58,58,90012,Y,7568.89,6643
12507,current,F,64,355,2017.46,29066.66,15919.84,2197,3752,29798,1,4,35,6,2,13,345000,1,1,1,1,115818.74,158000,550,4795,33855.84,33401,70,36,135149.22,14282,39805,47,20,41860,32734.75,80959,36,9,171200,Y,4966.96,408382
5523,saving,M,67,686,11674.64,379.42,16726.02,6818.58,7506.92,1158,66,46,89,8,2,10,45000,1,1,1,1,60800,38928,49000,12174,22950.85,59304.5,103,7,3000,47335,24488,43,171,34440,2319115.17,21661,4,63,273,Y,174.94,8355
11482,current,M,44,324,28186.76,4389,46535.8,1624,11923,2648,1,22,20,5,14,7,306000,1,1,1,1,13849.4,105000,96497,-3506.17993,13680.76,64616,40,2,16179,26849.78,38008.5,45,44,35516,43449.4,98248.28,4,35,197101,Y,32293.42,16312
14958,current,F,30,268,8586.01,452,4770.57,45480.88,6705.335,4327,6,10,5,4,62,16,100000,1,1,1,1,8256.6,380000,105000,5340,15627,40597.37,12,3,41729,86844.8,77293,11,8,31450,38678.58,18204.67,2,1,16689,Y,50798.28,18489
7633,saving,M,33,823,5710.5,1132,3359.5,611,14012.25,1574,2,61,3,82,1,13,293000,1,1,1,1,871.5,11982,6100,-6885,36652.25,46618,74,3,50835,21586,15051,43,75,24301,11840,190969.35,11,58,1017,Y,9921.56,18113
10002,current,M,222,750,8288.91,1832.92,9901.34,1871.45,246,29748.06,1,10,61,1,11,6,190000,1,1,1,1,1910215,5439,20887,1079,94.5,989719,18,7,15083,44308.87,85293.5,6,28,35781,17673.36,36101,2,18,41702,Y,9492.98,13261
7657,current,M,25,698,132437.46,3836.17,81840.16,572.45,1826,444,10,10,35,30,25,79,345000,1,1,1,1,58928.67,96096,25639,14509,23972.74,28227,147,3,35796,44067,6134.85,50,108,16249,26253,277063.88,7,124,135317,Y,1414.54,11993
5044,current,M,29,486,26755.86,4271.2,18024.63,2913.65,262.5,12134.27,63,34,35,50,31,9,350000,1,1,1,1,0.35,134000,1036,20513,189604.46,124649,87,0,11834,14710,195160.5,6,171,89161,92689.23,49924,47,58,20422,Y,3332.46,914
15009,current,M,35,880,21291.58,767,15719.03,10204.52,20887.73,745,6,77,9,18,6,62,192000,1,1,1,1,89908.8,116533,610000,-4679,48464,41941.6,3,2,1260,42265.99,26354,1,14,10910,18187.1,1101886,3,39,150058,Y,6230.66,15491
14774,saving,M,27,485,3234.53,2209,43549.92,11553,1530,8123,4,5,70,1,1,1,164000,1,1,1,1,12.19,147834,49900,1500,59239.45,35980,69,23,45125,50310.31,29142,2,12,30718,37857.73,43345,62,0,19850,Y,5148.42,327577
16403,current,M,49,710,37797.87,6532,785,6955,12094,1326,44,9,4,48,17,1,218000,1,1,1,1,1859872.2,197800,30071,977,117885,11405,24,2,23425,101041.95,54507.28,3,8,37376,46404.79,43978,2,0,30193,Y,12248.94,108
1164,current,M,62,631,2417.78,716.4,3832.93,5394,27240.3,6943.16,7,85,87,2,6,3,524000,1,1,1,1,10006.2,143000,25000,7478,15986.48,88543.5,77,3,55215,45616.46,336162.07,4,20,62822,58973.5,120452,3,11,32464,Y,9636.27,10469
5530,current,M,60,710,7072,5076.02,1797.03,23554,752.5,4087,7,4,50,3,3,70,306000,1,1,1,1,5308.1,200926,73501,-3506.17993,58566.87,45111,70,30,27468,158566.63,151641.5,6,108,20696,22549.38,278207,6,10,586100,Y,141479.73,17673
17973,saving,M,30,394,22810.89,6315.95,68747,4636.52,38588.775,2204,1,10,7,47,4,47,124000,1,1,1,1,168.75,185097.6,4699,5439,131610,51547,46,5,33051,15997.5,37903.5,23,20,128,599.81,537.29,10,22,24134,Y,3097.38,10258
11934,saving,M,35,448,7295.53,17761,6522.19,335,12270,1725,2,66,32,1,25,13,568000,1,1,1,1,20049,93.35,50000,5773,25085.72,39148,3,35,28595,34360.1,10173,6,69,19180,89307.1,147329,6,14,39940,Y,1258.05,321090
9123,current,M,55,737,93773,1074,14307.26,1095.4,3531.11,6728,6,10,6,2,11,70,59000,1,1,1,1,1112.4,43397,57899,1500,113481.88,71808,18,0,63611,62323.51,35459,3,171,63627,195,20519,4,1,50000,Y,3517.43,97766
5384,current,M,32,802,3927,4023,15168.67,5597.43,428.06,2442.07,5,60,84,45,6,5,26000,1,1,1,1,293418.75,176487.6,24619,553,128957.5,170616.19,90,1,16284,21816.71,143697.79,5,20,25655,20787.77,66219,43,11,25152.75,Y,35812.33,52413
19724,current,M,33,300,27618.48,960,41456.79,4647,1936.4,2537,2,34,20,2,3,47,595000,1,1,1,1,2720,10465.48,51520,-4664,171527.22,46795,23,1,19672,84221,14480,6,13,53.19,43249.28,18160.93,94,65,17399,Y,154949.91,5299
4705,current,M,29,574,15502.95,3877,12029,1754,8488.58,62973.2,19,22,35,50,21,1,373000,1,1,1,1,825,10947,6738,0,23165.05,138786,4,2,17361,21161.82,54633,3,82,29053,164123,22529,36,96,87706,Y,2718.2,15830
3223,current,M,37,638,258657.84,15307,22616.39,686,10985.97,3933,1,10,10,42,1,6,483000,1,1,1,1,55700,93.35,1001,167,68617.87,62555.02,77,28,50691.6,18223.16,8458,1,20,100.41,104960.41,21495,6,73,15776,Y,18101.41,6736
1515,current,M,36,448,8434.89,3872,42941.84,663.25,9676.4,200112,59,14,14,82,18,5,233000,1,1,1,1,33784.35,109000,28913,1500,7324.89,20076,42,2,30514.73,42329.38,9606,2,1,188115,107855.88,31030,16,18,29303,Y,3424.98,10492
17985,current,M,37,614,3040.665,312.46,4201.29,3823,8542,4893,6,23,19,2,7,42,199999,1,1,1,1,331.2,273221,78309,12174,75409.75,145995,10,6,20903,27652.98,246521,1,24,22575,20181.5,166392,7,11,28853,Y,14643.69,12530
11083,current,M,29,394,341.02,2791,48802.77,69114,3572,917.31,6,18,64,7,15,30,188000,1,1,1,1,139323.25,76365.24,22000,-5439,29813.39,45837,43,2,82823,100427.52,57225,45,8,70186,38883.5,10848.61,7,35,18634,Y,2441.86,6295
6040,current,M,61,516,6426.5,3552.5,1457.58,9447.93,16496.24,6575,25,50,35,2,1,36,240000,1,1,1,1,270,119451,891,5340,41336,54808,29,4,23197,4512.88,14515.23,6,25,46391,54350.02,69821,8,3,8251,Y,227.18,18191
16240,current,M,47,516,943.5,1350.67,27015.5,2071.43,6313.43,940,44,65,50,24,36,1,188000,1,1,1,1,715554.75,12257,4000,0,16114.41,30674,20,5,37417,21981.42,118871,24,17,19976,111020.5,472219.6,8,32,21621,Y,2605.91,122501
8271,current,F,30,748,3949.74,10809,4282.11,3037.88,4265,3778,10,61,44,2,9,56,518000,1,1,1,1,101891.25,50000,96497,-6885,31437.72,74623,42,19,55215,31588.52,55740,23,8,24588,41192.89,35725,2,50,33949,Y,2848.76,14889
15302,current,M,66,683,10638.97,12041,68396,1131.23,5687.38,2776,7,16,84,8,1,2,461000,1,1,1,1,161704,446457,711,1411,64135.56,108248.76,46,13,17808,61640.69,34415,9,171,24338,55364.14,175935.05,3,107,21318,Y,2929.23,12194
18728,current,M,118,355,64476.2,7432.05,6739,5251,62749.96,11199.28,7,10,13,47,21,81,286000,1,1,1,1,40440.4,1194405.5,15477,3897,187070.42,1383,35,3,39751,42080.01,312354.8,9,108,37498,14875.49,66923,3,18,704,Y,27649.94,88
18012,current,M,40,296,176584.68,4391.71,4972,2913.65,1309,3718.67,2,3,29,53,27,41,59000,1,1,1,1,63590.4,34120,2644,20790,33056.19,70073.54,4,35,33612,61004.64,66672,1,42,60452,52773.69,17029,18,65,179347,Y,80.36,333229
5673,current,M,33,855,61365.28,1499.4,6605.18,1239,44141.32,863,104,22,85,18,56,5,466000,1,1,1,1,19866,9866.01,49000,6916,84701.93,17049,18,2,24552,18505.07,311,4,20,37397,33905.46,98248.28,16,42,357528.95,Y,7754.69,18036
14883,current,M,34,802,6833,9372,4643,1548.34,27926.4,7630,2,8,38,2,2,56,232000,1,1,1,1,89908.8,1513335,5797,8723,64097.5,96709.91,15,15,14096,23981.89,32170,3,50,53482,53165,168911,117,67,38443,Y,12005.29,16846
13436,saving,M,33,448,10449,4275.53,16262.44,180,985.02,3192,100,30,10,7,3,13,525000,1,1,1,1,40681.6,64491,300500,844,24931.61,11024,90,7,66900,22184.5,31095.5,3,70,20780,52673,61663,94,58,29601,Y,32750.59,8544
11989,current,M,33,914,17704.3,2846.6,2488,800.12,57184,8672,12,1,7,1,25,80,228000,1,1,1,1,0.35,17000,768,1429,72373,155577.91,103,2,15980,147503.6,27459,2,18,21814,20657.9,131510.25,2,49,14463,Y,429.36,17143
1603,saving,M,35,927,4945.51,854,3273,8369,1196.6,2622,4,3,2,8,12,2,402000,1,1,1,1,2002.36,267421.4,49975,2351,25413.22,32003,20,26,31891,124680.84,35792,70,69,44334,22152.93,41928,4,1,17899,Y,4506.59,9114
6807,current,M,29,966,2944.465,5440.2,30463,16205.74,9118,334.22,2,4,46,17,9,13,324000,1,1,1,1,81142.25,470000,3792,1429,113794,29715,18,1,34280,7219.66,20095,7,50,88400,45648.05,127195,2,10,28091,Y,3451.49,7715
9287,saving,M,47,713,2796.96,4780,3392.26,14758,5767,1263,24,13,11,1,4,8,290000,1,1,1,1,568.8,12000,51520,-5439,28869.01,431161,40,1,30150,20880,81623.5,2,75,35115,12935,52399,49,58,26642,Y,16545.74,289735
15548,current,M,30,887,112126.98,5191,14982.75,461,9644,3501.5,136,32,16,50,1,81,225000,1,1,1,1,123295.4,221000,5797,-3506.17993,55925.25,33305.5,55,0,25220,16393.89,95650,2,171,64699,277899.35,44243.29,2,11,35688,Y,2803.85,458
